,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,FILIERE,MOYENNE
6364,5.082,6.769,11.572,10.136,11.474,12.818,15.286,10.91,11.803,15.416,13.559,8.554,7.113,10.484,6.992,8.683,10.043,12.063,14.406,10.292,7.905,6.975,12.522,1.0,10.472
6365,9.282,11.531,13.085,12.376,15.409,15.194,13.959,11.663,15.253,13.353,15.487,9.288,9.437,12.787,11.423,13.659,12.948,14.327,15.371,16.924,13.914,11.118,13.615,1.0,13.104
6366,10.955,12.643,8.751,10.695,14.043,14.321,13.271,12.387,14.63,13.612,12.773,10.037,9.889,11.683,11.593,8.485,14.347,14.801,16.136,13.395,11.712,7.842,11.792,0.0,12.165
6367,7.975,5.16,6.789,7.306,10.916,13.901,8.893,8.209,9.584,12.534,9.467,8.637,9.348,11.126,8.866,8.263,11.94,11.811,10.29,9.94,12.484,5.871,12.477,1.0,9.643
6368,8.658,4.664,8.409,7.109,10.596,11.486,8.467,10.632,9.859,11.396,11.406,8.432,11.055,10.132,7.472,7.384,10.679,12.509,11.379,9.664,10.643,5.061,11.295,2.0,9.495
6369,9.391,12.066,13.421,9.231,13.179,15.67,14.726,10.078,13.68,11.904,12.458,9.228,10.28,12.989,11.472,11.883,13.267,13.917,14.387,13.24,13.196,10.692,10.745,1.0,12.222
6370,6.665,13.079,10.566,10.865,12.176,14.076,14.645,10.414,9.281,13.086,12.321,11.212,7.01,11.398,10.453,11.779,10.782,13.809,13.682,14.295,11.76,7.269,12.132,0.0,11.424
6371,13.337,10.985,11.087,9.672,14.018,15.578,11.498,12.899,10.532,13.952,14.004,10.133,10.061,15.348,13.054,17.145,13.672,16.847,15.604,17.388,14.323,11.924,13.521,0.0,13.33
6372,14.313,14.268,14.752,10.323,15.088,17.479,12.318,13.191,11.879,12.795,10.728,11.717,10.727,14.781,13.619,12.482,12.742,16.245,14.826,16.94,13.557,10.876,11.99,1.0,13.375
6373,5.402,6.805,7.55,8.422,10.671,12.719,11.133,9.801,7.835,12.294,10.28,4.362,9.222,8.245,6.983,5.689,10.675,12.589,10.622,14.82,9.873,5.447,9.883,2.0,9.188
6374,9.168,8.152,9.957,8.98,10.959,11.167,12.571,11.689,13.745,11.809,13.488,5.983,5.779,10.117,11.009,10.551,12.611,11.143,13.099,12.496,9.61,6.25,11.8,2.0,10.527
6375,8.433,9.074,10.933,7.861,12.027,14.015,12.224,12.315,10.494,14.757,13.166,8.122,9.819,12.065,9.097,10.966,12.0,14.669,14.739,10.66,11.262,8.681,15.709,2.0,11.439
6376,6.058,7.756,5.776,8.42,12.05,14.848,10.633,12.09,10.433,12.778,11.859,9.349,8.139,9.871,8.849,7.601,10.352,13.575,12.391,9.317,8.86,6.894,13.033,2.0,10.041
6377,10.313,10.393,10.17,8.087,12.781,13.217,12.835,10.981,13.658,9.402,11.934,6.208,8.177,13.011,9.649,12.054,11.492,15.455,12.458,12.598,12.951,9.019,11.961,0.0,11.252
6378,11.502,7.16,10.525,9.845,11.976,14.144,9.375,9.748,7.417,12.289,11.055,6.487,9.124,9.843,9.168,8.577,10.066,14.083,12.702,16.248,8.984,6.321,9.97,1.0,10.287
6379,8.802,12.546,11.326,8.084,10.667,13.898,14.772,9.383,10.841,13.312,13.132,9.468,6.211,11.468,9.3,12.423,13.515,13.717,16.174,14.649,11.614,5.735,12.982,0.0,11.479
6380,9.248,5.258,9.639,10.92,11.472,10.82,10.468,7.342,5.996,12.67,13.827,8.067,8.994,10.683,9.442,16.301,12.054,14.03,14.194,14.849,13.669,5.063,13.402,0.0,10.8
6381,10.495,15.113,14.107,10.527,11.895,16.659,12.814,11.595,13.066,12.156,13.423,11.881,12.145,14.873,12.539,13.909,12.52,16.99,14.783,15.384,14.573,9.997,13.175,0.0,13.244
6382,8.316,12.819,12.598,10.404,12.427,13.515,11.859,12.726,12.68,14.105,13.659,10.399,8.372,13.962,12.678,10.828,12.506,15.653,15.699,14.314,12.302,8.837,12.213,0.0,12.299
6383,12.886,14.331,12.752,10.18,13.12,16.838,12.723,10.626,14.723,11.728,12.355,9.144,7.33,9.642,10.542,14.476,13.032,14.449,13.806,9.06,13.968,9.927,11.466,0.0,12.135
6384,8.66,9.36,11.92,8.364,12.176,14.921,12.531,11.897,11.023,14.196,12.84,8.681,10.11,11.849,8.855,10.954,12.601,14.273,14.684,10.88,11.456,8.953,15.591,2.0,11.599
6385,9.495,7.879,8.429,10.544,12.854,16.813,12.166,13.043,13.845,12.869,12.211,11.342,8.81,10.662,9.677,12.137,10.928,15.705,12.835,15.938,14.755,8.186,13.994,2.0,11.962
6386,6.712,8.993,10.568,9.317,11.089,13.52,12.751,9.89,11.34,12.645,11.762,9.213,8.4,11.241,8.422,8.391,10.795,13.049,14.556,12.935,9.706,4.947,11.353,2.0,10.504
6387,12.533,14.805,13.189,10.507,12.999,16.817,12.915,10.461,14.771,11.572,11.976,9.052,6.945,9.439,10.941,13.968,12.894,14.072,14.227,8.952,14.043,10.055,11.57,0.0,12.117
6388,8.451,7.619,10.116,12.595,11.994,13.148,8.182,8.798,9.85,14.207,15.368,7.579,6.766,10.267,9.897,8.472,12.302,12.829,14.748,11.074,14.947,7.766,13.487,1.0,10.89
6389,4.782,10.391,10.721,7.679,10.559,13.843,10.343,10.084,8.83,12.703,11.773,7.456,7.233,10.836,7.847,9.454,10.177,13.892,13.509,10.158,12.132,6.105,12.317,2.0,10.123
6390,8.375,10.683,8.914,13.206,12.486,11.612,11.704,12.14,11.326,11.933,11.322,9.019,9.477,10.898,12.021,13.567,13.358,14.016,11.471,9.33,13.679,8.445,10.332,2.0,11.275
6391,10.181,15.305,14.579,10.603,12.225,16.686,13.138,11.439,13.376,12.004,13.681,11.604,11.988,15.086,12.846,13.852,12.501,17.195,14.797,14.948,14.491,10.533,12.926,0.0,13.304
6392,5.442,8.197,13.68,10.395,12.436,13.715,13.013,11.403,14.984,12.013,13.634,9.591,9.649,11.999,9.859,8.717,12.692,14.627,14.113,11.469,12.536,6.498,11.224,1.0,11.386
6393,8.39,4.789,6.414,7.393,10.593,14.152,8.831,8.782,9.002,12.432,10.003,8.503,9.266,10.975,9.091,8.179,11.96,11.97,10.581,9.874,12.838,5.594,12.411,1.0,9.653
6394,4.96,8.402,10.202,9.23,12.965,11.277,12.918,9.497,12.548,14.316,13.377,11.118,11.441,14.106,11.449,9.583,12.132,15.363,13.258,15.283,13.239,7.458,13.348,0.0,11.629
6395,12.807,8.353,14.865,9.858,13.23,17.528,11.944,10.994,11.25,12.587,12.913,8.02,9.003,11.489,13.296,8.914,13.242,14.077,13.836,15.566,12.931,7.32,11.347,0.0,11.973
6396,7.475,6.607,9.815,9.49,10.875,10.316,14.37,8.731,14.432,11.374,13.761,7.762,8.748,10.603,9.613,11.362,11.386,13.96,13.423,13.985,7.966,6.906,12.18,2.0,10.658
6397,12.812,11.344,10.31,8.533,11.249,12.6,7.789,9.129,11.905,10.999,11.571,8.092,7.231,10.536,10.404,10.398,9.996,12.255,15.043,11.08,12.393,8.767,11.279,1.0,10.683
6398,6.71,6.488,8.013,8.09,11.243,10.897,12.943,9.822,10.389,13.385,13.652,7.634,10.274,9.978,11.595,6.628,12.22,14.096,15.43,13.384,12.383,5.127,12.266,2.0,10.55
6399,10.522,13.256,16.092,11.22,15.835,15.54,16.094,12.694,16.966,14.799,14.029,11.518,10.79,13.039,13.972,9.782,12.042,16.823,13.927,11.539,19.432,5.39,12.633,2.0,13.388
6400,11.468,7.379,10.08,10.203,11.934,14.451,9.623,10.505,7.529,11.931,10.299,6.054,8.685,9.603,8.644,8.599,9.658,14.461,12.865,17.451,9.219,6.786,10.514,1.0,10.345
6401,7.495,5.085,11.465,9.425,12.14,11.311,10.905,9.902,15.176,13.674,15.658,9.544,6.953,11.828,11.306,7.715,12.549,13.655,15.23,11.951,13.778,7.84,13.586,0.0,11.225
6402,10.126,11.637,15.172,14.806,14.694,16.878,14.876,12.165,15.907,13.362,12.581,11.382,11.414,15.58,10.304,13.088,16.266,17.52,16.523,16.608,14.733,9.613,13.404,1.0,13.854
6403,8.389,7.924,11.916,8.933,11.997,13.102,8.94,12.2,13.133,12.607,12.364,10.863,9.06,11.149,13.336,12.039,12.227,13.356,14.85,13.853,11.177,8.954,11.07,1.0,11.454
6404,12.148,9.167,16.791,8.672,14.88,16.504,15.527,11.42,17.19,14.669,14.606,11.015,8.429,13.692,9.363,11.593,13.602,13.715,15.027,13.219,12.443,11.952,12.949,0.0,12.982
6405,8.093,13.294,14.253,13.188,13.247,17.685,16.038,12.027,16.114,14.312,14.463,11.452,10.159,14.398,14.859,14.113,14.289,17.082,15.648,16.488,16.632,10.897,14.457,0.0,14.051
6406,4.874,6.915,6.339,7.359,11.327,6.353,10.085,10.81,5.974,13.327,12.991,6.916,9.42,9.575,7.646,7.699,9.933,14.869,13.852,13.462,7.535,5.56,13.807,1.0,9.419
6407,5.505,5.063,7.297,12.491,11.364,15.054,11.972,10.646,8.441,14.415,12.261,9.895,7.912,10.832,8.34,11.17,11.383,14.331,11.134,15.055,11.324,7.41,13.266,1.0,10.72
6408,9.766,11.16,15.866,11.708,12.731,15.024,13.911,13.084,13.319,13.898,12.992,10.151,9.618,14.637,12.152,13.737,13.047,15.144,12.801,18.979,15.28,10.952,11.934,0.0,13.126
6409,11.031,7.399,7.449,7.663,8.493,12.079,11.508,11.602,10.485,14.095,13.755,8.261,9.336,10.862,10.573,9.138,12.154,14.449,12.473,13.246,9.667,7.683,12.727,1.0,10.701
6410,7.104,5.422,11.278,9.554,12.344,11.795,10.852,9.739,14.684,13.579,15.116,9.742,6.074,11.362,11.604,7.947,12.648,14.089,15.521,12.42,14.042,7.829,13.515,0.0,11.229
6411,7.221,9.813,13.322,9.809,13.093,17.317,15.466,12.845,14.087,14.032,14.185,10.847,11.716,13.108,10.532,13.551,12.051,16.993,15.802,16.088,12.429,11.313,13.346,0.0,12.999
6412,5.695,8.903,5.186,10.703,10.846,12.932,8.617,8.326,6.574,13.981,12.458,9.699,9.38,12.765,9.863,8.782,13.657,12.447,14.263,11.554,6.306,7.467,13.366,2.0,10.164
6413,8.72,8.156,12.234,8.508,12.282,12.925,8.731,11.833,13.242,11.839,12.113,11.075,8.623,10.976,13.115,11.769,11.485,13.744,15.004,13.732,11.193,8.986,11.426,1.0,11.379
6414,8.897,7.804,9.818,12.482,12.541,12.966,8.55,8.359,10.259,14.071,15.039,7.554,6.674,10.549,9.279,8.577,11.864,12.169,14.574,10.764,14.931,7.298,12.841,1.0,10.776
6415,7.722,9.669,5.435,13.11,10.236,8.416,10.261,13.28,10.272,14.306,14.822,9.19,10.636,11.395,9.47,7.463,10.733,14.616,12.141,12.96,12.425,8.414,14.106,2.0,10.916
6416,4.992,6.572,10.265,10.291,11.294,12.996,11.56,9.759,14.085,12.439,12.768,8.598,10.908,12.88,7.298,10.601,13.34,12.908,13.431,13.382,14.859,8.1,11.393,0.0,11.075
6417,8.867,12.386,12.957,10.61,12.3,13.738,11.216,12.198,12.27,14.698,13.961,10.571,8.579,13.369,12.436,10.848,12.049,16.285,16.144,14.267,11.603,9.127,12.373,0.0,12.298
6418,5.401,5.054,6.693,11.918,11.465,15.397,11.713,10.677,8.669,14.81,12.636,9.718,7.433,10.465,8.89,11.079,11.389,14.727,10.988,14.653,11.482,7.062,13.178,1.0,10.674
6419,12.75,8.308,15.538,10.441,13.38,17.417,12.012,10.989,11.192,12.225,12.445,7.594,8.603,11.19,13.956,9.037,13.412,13.784,13.759,15.765,13.11,7.521,11.249,0.0,11.986
6420,9.421,5.419,10.05,10.358,11.799,11.002,10.215,7.286,6.027,12.854,14.046,7.713,9.171,10.386,8.358,16.52,11.896,13.87,14.023,14.7,13.787,4.832,13.453,0.0,10.747
6421,4.643,6.509,11.778,12.074,12.413,10.958,13.724,10.395,12.339,12.54,14.327,9.078,6.451,12.535,10.931,12.699,12.142,13.664,15.735,16.733,14.359,9.868,12.699,0.0,11.678
6422,9.22,11.762,13.348,9.676,13.187,15.501,13.392,8.952,14.536,13.361,12.514,8.943,10.611,13.222,11.67,10.126,14.023,15.946,15.392,12.364,17.202,8.598,11.87,0.0,12.409
6423,7.764,8.51,11.043,10.384,12.009,15.608,11.167,11.593,6.533,13.655,13.603,8.565,8.312,10.023,7.695,9.633,9.078,12.279,14.759,9.48,10.078,5.666,12.799,1.0,10.445
6424,6.586,15.135,8.973,7.343,11.586,13.456,11.404,11.088,12.384,11.871,11.01,8.68,8.454,10.106,10.257,10.086,10.281,13.605,9.695,13.425,8.813,8.857,11.809,1.0,10.648
6425,5.158,13.687,12.687,13.833,11.639,5.083,6.269,8.128,7.61,10.475,12.953,8.727,9.24,9.264,12.747,17.329,11.365,13.989,12.67,13.534,8.256,6.195,12.629,1.0,10.586
6426,8.611,11.876,12.614,10.532,12.247,13.639,10.839,12.385,12.802,14.63,13.724,9.981,8.771,13.433,13.004,11.26,12.003,16.3,16.531,13.918,11.454,9.052,12.108,0.0,12.248
6427,6.468,10.707,11.596,7.38,12.308,10.697,10.151,10.042,10.888,12.3,11.742,10.342,9.393,10.097,9.921,10.887,11.78,14.106,12.204,16.464,13.846,9.645,11.7,1.0,11.072
6428,15.171,7.643,15.156,10.381,13.853,17.996,12.124,12.938,12.48,12.419,13.2,11.779,10.967,14.775,12.635,16.553,13.969,15.553,15.456,16.666,11.081,11.28,12.717,1.0,13.339
6429,7.442,6.612,9.36,9.219,9.886,10.581,14.104,8.519,14.658,11.42,13.114,8.025,8.686,9.778,9.666,10.583,11.767,14.273,13.209,14.035,7.623,6.448,11.86,2.0,10.473
6430,6.281,9.053,4.971,11.511,10.755,13.432,7.895,8.013,6.593,13.585,12.717,9.022,9.626,12.53,9.732,9.284,13.762,12.628,14.041,11.115,5.946,7.527,13.389,2.0,10.148
6431,8.465,12.466,12.862,10.49,12.033,13.696,11.36,12.384,12.957,14.257,13.711,10.271,8.92,13.479,12.886,10.462,11.963,16.11,16.054,14.249,11.035,9.046,11.997,0.0,12.224
6432,8.156,10.024,12.127,9.868,12.017,16.045,13.309,10.347,8.24,13.349,12.676,9.29,6.047,10.273,10.849,8.989,11.88,13.94,13.53,10.557,13.067,7.595,10.746,2.0,10.997
6433,18.36,12.478,14.456,9.006,15.091,14.671,16.118,11.956,12.477,12.623,12.949,11.313,12.369,14.126,14.131,14.053,14.843,15.185,15.837,14.517,17.615,8.683,11.459,1.0,13.666
6434,10.037,15.231,14.278,10.691,12.384,17.108,12.871,11.708,13.819,12.535,13.317,11.673,12.659,14.7,12.609,14.179,12.991,16.896,15.299,15.159,15.0,10.173,12.658,0.0,13.39
6435,7.165,6.759,9.704,9.49,10.707,10.625,14.145,8.902,14.728,11.235,13.787,7.886,9.223,10.066,9.576,11.185,11.409,13.672,12.915,13.601,7.823,6.575,11.762,2.0,10.563
6436,13.973,13.771,14.345,10.432,15.153,17.637,12.134,13.114,11.555,12.675,10.969,11.92,10.019,14.637,13.522,12.076,12.326,16.284,14.907,16.933,14.303,10.922,12.002,1.0,13.287
6437,5.992,6.654,16.025,12.976,15.23,13.73,14.382,12.06,7.004,14.297,14.833,8.763,11.452,11.953,10.504,11.045,10.858,16.285,14.063,9.502,13.936,6.841,12.32,0.0,11.77
6438,10.941,13.008,8.491,10.69,14.066,14.209,13.489,12.248,14.681,13.88,13.013,10.201,9.586,11.757,11.845,8.41,13.988,14.904,15.714,13.53,11.45,7.474,11.194,0.0,12.12
6439,9.266,4.853,9.665,11.028,11.591,10.917,10.571,7.454,6.114,12.938,13.466,8.387,8.968,10.227,8.882,16.37,12.222,13.721,14.037,14.721,13.915,4.819,13.491,1.0,10.766
6440,5.156,8.112,7.447,12.461,10.654,13.421,11.034,12.151,11.241,12.095,13.015,7.71,7.232,10.631,9.271,5.274,12.534,10.795,14.496,13.489,11.436,6.574,11.606,1.0,10.341
6441,7.588,7.15,11.11,6.605,12.859,10.542,8.098,10.981,9.54,13.537,12.102,10.367,9.103,10.342,9.181,10.009,9.584,11.998,14.033,9.217,10.261,6.101,10.987,2.0,10.056
6442,18.711,12.255,14.75,8.959,14.91,14.344,16.172,12.107,12.328,12.626,12.504,11.303,11.322,14.41,14.091,14.431,14.939,15.396,16.008,14.625,17.088,8.802,11.848,1.0,13.649
6443,8.218,5.638,7.951,10.382,10.3,8.979,6.789,8.727,7.709,12.756,13.026,5.614,7.053,12.843,7.195,9.978,10.742,12.15,14.198,11.557,6.413,5.721,9.847,2.0,9.295
6444,6.801,6.753,9.581,9.145,10.87,10.862,13.928,8.8,14.861,11.57,13.459,7.965,8.689,9.66,9.628,10.468,11.699,13.796,13.219,13.919,7.862,6.355,11.979,2.0,10.516
6445,7.783,12.761,11.51,8.344,11.08,14.348,15.049,9.119,11.518,13.982,12.858,9.364,6.514,11.724,9.248,12.311,13.569,13.271,15.828,14.989,11.873,5.635,12.974,0.0,11.55
6446,6.451,7.933,12.946,10.624,12.418,16.043,15.989,13.809,14.633,12.437,10.754,13.101,12.433,9.759,10.192,9.272,13.048,13.803,13.796,9.893,11.791,8.52,13.661,1.0,11.883
6447,8.634,7.827,10.496,12.282,11.862,13.506,8.506,8.789,9.73,14.07,15.383,7.803,6.702,10.283,9.368,8.532,12.442,12.693,14.467,10.629,14.903,7.093,12.399,1.0,10.8
6448,12.254,9.532,15.039,9.632,13.688,14.167,12.207,12.577,13.131,13.482,11.747,8.584,9.819,12.804,8.806,7.764,12.549,15.01,14.25,15.482,15.217,8.458,12.868,0.0,12.133
6449,6.963,8.557,13.222,10.075,13.192,11.924,9.627,11.225,12.349,13.35,11.726,9.283,8.921,12.221,10.317,10.826,11.203,13.696,12.93,14.222,13.139,8.596,10.977,0.0,11.241
6450,7.77,6.332,10.541,12.249,11.589,13.913,11.784,10.225,10.569,12.505,11.849,9.864,9.545,11.185,10.364,9.629,11.379,14.556,14.011,12.336,12.451,7.963,12.629,1.0,11.097
6451,7.155,12.541,14.335,9.827,11.892,14.306,11.902,11.324,8.695,13.518,11.174,7.747,8.993,12.107,8.114,13.398,12.521,13.802,15.069,14.304,14.407,7.415,11.416,1.0,11.564
6452,7.172,9.481,13.774,10.122,12.94,17.31,15.536,12.521,13.452,14.797,14.687,10.77,11.694,13.344,10.743,13.098,11.639,17.245,15.905,16.303,12.443,11.294,13.714,0.0,13.043
6453,4.89,6.482,11.705,10.057,11.623,13.197,15.147,11.371,12.738,15.052,13.773,8.812,6.724,10.437,7.532,8.936,9.724,12.252,14.682,9.622,8.154,6.533,12.696,1.0,10.528
6454,4.978,5.257,7.105,11.803,11.349,14.892,11.818,10.735,8.603,14.182,12.255,9.93,7.378,10.794,8.592,10.844,11.432,14.379,11.186,14.524,11.181,7.164,13.656,1.0,10.61
6455,7.479,13.83,14.569,13.026,13.482,17.977,15.744,12.592,16.092,14.019,14.804,11.588,10.229,14.815,14.597,14.666,14.679,16.427,15.115,16.633,16.615,11.128,14.5,0.0,14.113
6456,4.959,5.349,7.302,11.761,11.145,15.617,11.998,10.546,8.528,14.75,12.764,9.86,7.184,10.766,8.603,11.05,11.192,14.644,11.604,14.975,11.301,7.153,13.175,1.0,10.705
6457,12.154,13.565,12.114,8.274,13.435,16.793,11.514,9.726,11.734,12.391,12.775,10.887,6.826,10.546,13.402,11.16,13.571,14.744,15.506,17.641,13.679,8.923,11.085,1.0,12.28
6458,17.262,14.833,14.56,9.732,14.971,18.127,17.012,12.55,16.085,15.415,15.878,11.499,12.375,13.921,15.401,15.797,12.193,15.563,17.893,17.669,19.166,13.152,13.21,0.0,14.968
6459,10.542,12.292,8.737,10.2,13.806,14.06,13.542,12.019,14.378,13.58,13.278,9.853,10.04,11.666,11.066,8.665,14.015,14.785,15.958,13.31,11.593,7.841,11.288,0.0,12.022
6460,7.819,10.825,12.862,13.232,13.105,14.254,10.77,8.283,13.102,13.874,13.552,8.816,9.637,12.058,10.299,10.516,13.907,14.9,15.486,11.203,12.623,9.204,13.441,1.0,11.903
6461,6.179,6.446,7.546,9.046,10.544,13.146,11.412,9.992,7.899,12.657,9.953,4.787,9.005,8.337,7.241,6.521,11.172,12.205,10.556,14.364,9.917,4.968,9.839,2.0,9.293
6462,7.988,10.748,12.502,13.277,13.545,14.101,10.989,8.861,13.124,14.131,13.518,8.357,9.938,11.947,10.09,10.533,13.273,13.805,15.505,11.531,12.185,8.998,13.488,1.0,11.845
6463,4.953,11.27,11.026,8.554,11.937,5.801,10.418,7.664,5.085,13.126,10.256,7.487,9.141,12.175,13.705,11.905,10.716,13.96,13.359,14.597,12.215,8.78,10.683,2.0,10.383
6464,5.913,7.502,12.384,10.99,11.627,16.273,15.801,13.983,14.614,11.942,10.308,12.422,12.657,10.017,10.089,10.034,13.829,14.195,13.499,9.926,11.635,8.268,13.317,1.0,11.792
6465,5.185,8.205,7.543,12.418,11.129,13.808,11.6,12.04,11.003,12.649,12.911,7.941,6.651,10.777,8.766,5.785,12.386,10.835,13.961,13.699,11.317,7.031,11.814,1.0,10.411
6466,7.506,9.468,5.001,12.772,10.474,8.222,10.091,13.114,10.656,14.16,14.797,8.827,10.844,11.205,9.91,7.351,11.278,15.015,12.135,12.361,12.094,7.438,13.927,2.0,10.811
6467,7.004,7.822,11.166,10.597,13.322,13.097,12.837,9.901,13.025,13.772,13.194,9.852,11.682,12.328,9.138,10.943,10.638,16.955,16.144,12.596,12.251,10.214,12.811,0.0,11.795
6468,6.306,7.821,10.428,8.325,10.452,9.562,9.468,9.266,7.695,13.204,13.043,7.325,10.734,9.884,7.846,6.929,10.841,11.247,10.3,10.652,11.033,5.329,12.085,2.0,9.555
6469,12.59,8.147,15.27,9.94,13.294,17.589,12.38,10.599,11.4,12.496,12.8,7.885,8.627,11.615,13.393,9.484,13.3,13.762,14.149,15.615,12.678,7.672,11.411,0.0,12.004
6470,10.142,6.772,8.042,7.942,11.84,14.044,11.407,11.25,11.38,13.935,13.922,8.42,7.774,10.982,8.845,10.641,11.781,11.686,13.703,12.134,10.012,10.049,12.431,1.0,10.832
6471,7.122,9.984,13.464,9.78,12.703,17.182,15.327,12.37,13.803,14.585,14.525,10.736,11.691,13.647,10.835,13.441,11.608,17.076,15.797,16.158,12.608,11.368,13.38,0.0,13.008
6472,6.675,10.257,15.031,8.168,13.57,15.476,10.999,11.393,11.634,14.033,13.174,8.928,9.845,13.697,9.586,11.445,13.075,16.132,17.61,9.606,13.158,7.762,13.394,0.0,11.941
6473,6.225,12.822,10.772,10.599,12.599,14.035,14.598,9.621,9.376,12.967,12.221,11.668,6.563,11.237,10.894,11.838,10.097,13.299,13.667,14.205,11.684,6.88,12.069,0.0,11.302
6474,13.159,14.257,12.87,10.151,13.068,16.316,13.106,10.685,14.2,12.343,12.175,9.091,6.898,9.264,10.86,14.632,12.686,14.215,13.827,9.45,14.416,10.463,11.952,0.0,12.178
6475,8.284,7.663,9.595,12.213,12.562,13.609,8.602,8.394,10.27,14.216,15.71,7.866,6.755,10.251,9.153,8.61,12.071,12.445,14.672,10.993,14.973,7.386,13.004,1.0,10.839
6476,9.215,8.483,9.882,9.099,11.378,10.677,12.772,11.232,13.504,11.919,12.587,6.468,6.1,10.452,11.387,10.838,12.895,11.208,13.751,12.025,9.243,6.892,11.367,2.0,10.581
6477,7.233,9.804,13.304,10.072,13.228,17.614,15.802,12.205,14.023,14.556,13.926,11.063,11.777,13.862,11.095,13.467,12.212,16.86,15.884,16.42,12.45,11.541,13.881,0.0,13.143
6478,12.551,9.745,14.789,9.047,13.435,13.497,12.542,13.334,12.777,12.608,11.55,8.627,10.053,12.517,9.123,8.054,13.078,14.709,14.086,15.456,15.361,8.576,12.52,0.0,12.088
6479,6.726,7.951,10.48,7.985,9.888,9.028,9.637,9.23,7.281,12.571,12.947,7.8,10.717,9.971,7.53,6.967,10.751,11.55,11.065,10.611,10.536,5.427,11.831,2.0,9.499
6480,10.347,10.218,12.937,12.123,10.852,17.707,15.459,11.057,13.442,13.497,13.672,9.147,7.536,11.999,11.91,11.415,11.902,14.613,15.884,14.906,10.709,7.683,11.702,0.0,12.205
6481,5.288,8.797,8.92,8.02,10.993,10.402,8.051,10.047,10.932,13.956,13.425,8.953,9.163,9.755,11.031,10.242,11.774,12.238,15.062,11.357,13.705,7.141,11.622,1.0,10.473
6482,10.545,13.459,15.954,10.634,15.83,15.834,16.465,12.597,16.872,14.148,14.115,11.45,10.823,13.359,13.613,9.229,12.523,16.643,14.211,11.899,18.446,5.568,13.006,2.0,13.357
6483,5.524,6.928,10.102,10.714,11.973,14.908,12.7,9.555,11.008,14.622,13.561,8.597,8.647,9.235,9.182,14.492,11.098,14.526,13.885,14.74,12.324,7.036,10.763,0.0,11.136
6484,6.177,15.491,9.207,7.201,11.743,13.691,11.467,10.44,12.566,12.191,11.186,8.818,9.147,10.379,10.085,10.263,10.073,14.137,9.121,13.995,8.869,8.903,11.964,1.0,10.744
6485,8.483,9.64,11.651,7.709,11.773,14.42,12.191,12.026,11.114,14.854,12.88,8.364,9.601,11.742,9.241,10.285,12.754,14.369,13.888,10.712,11.728,8.967,15.991,2.0,11.495
6486,12.794,8.534,15.363,9.607,13.179,17.314,12.122,10.558,10.796,12.987,13.461,7.511,8.673,11.508,13.321,9.493,13.418,13.746,13.77,15.513,13.004,7.481,11.333,0.0,11.978
6487,10.075,15.479,13.977,10.167,11.707,16.891,13.232,11.43,13.389,12.455,13.18,11.385,11.963,14.917,12.462,14.521,12.936,16.367,14.841,15.225,14.745,10.301,12.131,0.0,13.208
6488,4.848,6.89,9.821,8.97,11.419,12.269,7.851,9.984,7.081,12.883,13.354,6.971,9.842,10.854,7.346,8.375,9.909,11.166,13.971,13.577,8.921,6.263,12.724,1.0,9.795
6489,9.541,10.283,12.96,12.174,9.188,14.945,11.128,11.274,11.425,13.055,12.443,6.563,8.263,11.654,10.191,11.87,13.108,15.655,13.04,15.476,13.084,7.699,10.898,0.0,11.562
6490,12.299,10.53,15.78,10.415,14.519,14.32,14.242,10.092,13.108,14.247,14.136,10.745,10.107,12.836,10.385,16.527,13.493,14.753,14.937,11.267,13.819,10.269,14.828,1.0,12.942
6491,6.665,8.972,10.873,9.184,10.881,12.799,12.339,10.148,11.212,12.464,12.232,9.158,8.735,11.412,7.991,8.506,10.72,12.695,14.772,12.982,10.255,5.274,12.197,2.0,10.542
6492,5.071,8.749,10.368,9.502,12.66,11.427,13.032,9.747,12.617,14.117,13.06,10.996,11.259,13.955,11.513,9.517,11.982,15.558,13.269,15.027,12.561,7.403,12.895,0.0,11.578
6493,12.672,11.823,9.93,8.169,10.894,12.578,8.302,8.476,12.501,11.13,11.177,8.453,6.913,10.463,10.513,10.905,10.11,12.279,14.942,10.332,13.043,9.104,11.771,1.0,10.716
6494,5.426,8.606,9.059,8.116,11.158,10.206,8.573,10.421,10.616,13.471,13.206,9.281,9.34,9.438,10.344,10.283,12.197,12.122,15.24,11.71,13.459,6.956,11.183,1.0,10.453
6495,4.695,8.461,10.119,9.439,12.809,11.326,13.285,10.012,12.301,14.461,13.246,11.222,11.606,14.194,11.123,9.497,12.299,15.619,13.097,14.905,12.665,7.779,13.343,0.0,11.631
