,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,FILIERE,MOYENNE,OUTPUT
6125,9.385,5.051,9.664,11.117,11.678,10.491,10.162,7.2879999999999985,6.314,13.5,13.719,7.619,8.95,10.472,8.488,16.349,12.765999999999998,13.621,13.931,14.533,13.299,4.649,13.727,0.0,10.729,12.434
6126,5.2810000000000015,5.28,7.587999999999999,11.882,10.894,14.584,12.579,10.359000000000002,8.878,14.076,12.758,10.197,7.255,10.584,8.513,11.054,11.5,13.919,10.937,14.729,11.015999999999998,7.285,13.336,1.0,10.63,11.637
6127,8.566,5.097,6.388,6.835,10.349,14.01,9.49,7.942,9.061,13.062,9.609,8.083,9.228,10.884,8.443999999999999,7.989,11.811,11.793,10.623,10.118,12.598,5.724,12.873,1.0,9.59,11.607
6128,9.179,8.704,9.398,7.535,11.228,10.523,10.414,12.658,7.7570000000000014,12.088,12.35,9.538,11.561,12.015999999999998,7.334,5.87,10.029,11.039,12.142,11.300999999999998,5.476,8.252,11.435,1.0,9.905,11.912
6129,5.655,9.186,14.629,8.854,13.043,10.727,12.602,10.772,13.742,13.442,12.387,9.467,14.205,14.418,13.251,14.194,15.687,15.665,14.762,12.408,15.439,10.995,13.168,1.0,12.552,13.401
6130,8.057,5.1770000000000005,11.12,10.765999999999998,12.899,15.37,11.759,12.73,14.015999999999998,13.482,14.533,11.772,9.852,10.805,11.267,10.725,11.692,14.263,13.722,11.566,13.408,7.3679999999999986,12.937,1.0,11.708,12.148
6131,13.255,9.79,15.82,9.155,15.383,16.727,14.265,10.609000000000002,11.887,15.31,13.463,11.26,10.649,14.297,11.774,12.82,12.361,15.169,15.566,12.896,16.692,9.71,13.361,0.0,13.14,13.528
6132,7.593,8.679,11.023,9.791,12.33,16.262999999999998,11.772,11.717,6.8,13.255,13.255999999999998,8.41,8.499,10.103,7.438,9.518,8.876,12.777,14.851,9.444,10.33,5.9510000000000005,12.715,1.0,10.495,12.187
6133,5.112,13.211,12.627,14.199000000000002,11.674,4.839,6.2639999999999985,7.947,7.837999999999999,11.086,12.675,8.651,9.702,9.537,12.868,16.299,11.11,13.507,12.545,13.291,8.432,6.955,12.65,1.0,10.566,11.674
6134,5.4510000000000005,6.354,10.609000000000002,8.85,9.756,14.687,11.668,10.433,12.879,12.65,12.755999999999998,6.218,9.514,13.788,9.664,9.245,11.198,13.984000000000002,14.651,13.307,11.276,5.682,12.615,2.0,10.749,13.519
6135,4.598,9.108,10.354,9.357,12.875,11.446,13.139,9.704,12.082,14.613,13.019,11.624,11.358,14.575,11.211,9.523,12.073,15.479,13.542,14.778,12.994000000000002,7.774,13.164,0.0,11.669,13.897
6136,11.967,14.798,16.982,6.505,13.509,16.32,14.643,12.54,14.973,12.999,14.047,12.23,10.782,10.806,11.027,10.382,9.889,13.277,14.469,9.373,17.11,9.674,11.945,0.0,12.619000000000002,12.217
6137,9.696,6.655,8.337,7.8679999999999986,12.213,13.748,11.448,11.179,10.584,13.918,14.503,8.443,7.876,10.504,8.785,10.783,11.19,12.305,12.983,11.797,9.643,10.372,12.438,1.0,10.751,11.433
6138,6.8870000000000005,12.606,14.129,9.499,11.727,14.262,11.978,11.193,9.362,13.55,10.845999999999998,7.505,8.911,11.938,7.837999999999999,13.494000000000002,12.541,14.261,15.429,14.628,14.386,7.441,11.621,1.0,11.567,11.623
6139,4.512,7.0939999999999985,9.212,8.144,13.481,10.665,14.494000000000002,12.207,12.367,14.52,14.441,10.449000000000002,10.422,11.267,7.9689999999999985,9.712,13.693,16.413,16.852,12.464,11.073,11.050999999999998,12.719,0.0,11.531,12.911
6140,4.801,6.4220000000000015,10.469,10.344,10.335,10.263,12.824000000000002,10.686,8.882,13.112,12.744000000000002,8.795,10.755999999999998,11.865,9.164,11.696,11.791,14.199000000000002,15.285,13.469,11.473,7.475,12.58,2.0,10.845,11.991
6141,9.919,8.287,4.939,7.67,9.537,10.191,11.208,12.449000000000002,9.6,12.657,12.311,8.196,10.413,10.03,7.69,10.342,14.436,15.469,14.592,13.826,12.437,6.968,11.9,2.0,10.655,14.603
6142,9.445,14.918,13.99,12.688,14.071,14.987,14.027,10.729,12.524,13.986,14.673,9.605,7.37,13.199000000000002,12.531,14.269,13.845,14.719,13.751,16.602999999999998,14.026,9.431,13.192,0.0,12.982,13.671
6143,4.807,6.5139999999999985,11.238,12.36,12.286,11.263,12.953,10.528,12.254,12.167,13.996,8.487,6.7410000000000005,12.604,10.915,12.735,12.344,13.68,15.601,17.660999999999994,13.882,9.71,12.542,0.0,11.62,12.707
6144,10.12,15.392,14.502,10.757,11.638,16.963,12.951,11.366,13.454,11.994000000000002,13.645,11.323,12.064,14.449000000000002,12.767,14.537,12.255999999999998,16.820999999999998,14.527,15.218,14.285,10.48,12.927,0.0,13.236,14.099
6145,8.802,5.062,9.317,11.531,10.437,12.147,9.431,9.481,10.937,11.703,11.816,6.994,5.917999999999998,9.374,7.31,10.012,8.719,12.198,13.3,12.52,6.349,6.974,11.877,1.0,9.661,11.279000000000002
6146,6.519,9.644,15.342,8.735,13.216,15.167,10.814,11.178,12.054,13.944,13.328,9.002,10.114,14.077,10.001,11.273,13.107,16.486,17.416,10.117,13.437,8.115,13.638,0.0,12.031,13.127
6147,7.853,9.691,11.281,8.426,12.24,14.098,12.054,12.271,11.065,14.274,13.011,8.616,10.025,11.592,8.746,10.47,12.45,14.04,14.264,10.646,11.498,9.024,15.255999999999998,2.0,11.43,12.498
6148,10.796,7.018,10.55,9.726,11.845999999999998,14.277,8.875,10.167,7.544,11.72,10.674,6.692,8.929,9.69,9.137,8.822000000000003,9.73,14.08,12.026,17.073,9.122,6.579,11.216,1.0,10.274,9.058
6149,4.77,6.6789999999999985,8.972999999999997,8.21,13.219,10.624,14.26,12.318,12.568,13.985,14.199000000000002,10.248,10.489,11.14,7.849,10.108,13.792,16.748,17.024,12.62,10.792,10.149,13.263,0.0,11.479,13.211
6150,7.972,4.939,6.674,6.597,9.732,13.802,9.346,8.275,8.892999999999997,12.732,9.42,8.637,9.57,11.264,9.118,9.09,11.625,11.724,10.884,10.156,11.788,5.72,11.826,1.0,9.556,11.459
6151,10.93,7.75,7.069,7.761,8.318,12.17,11.451,11.419,10.919,14.106,13.385,7.832999999999998,9.455,10.791,10.589,8.642000000000001,12.467,14.505,11.959,13.63,9.567,7.836,12.812,1.0,10.668,12.528
6152,18.154,16.017,14.489,9.407,15.22,18.412,17.741,12.779000000000002,16.066,15.373,16.028,11.309,12.446,13.835,15.724,15.758,12.366,15.505,17.689,17.323,19.008,12.843,13.817,0.0,15.1,15.374
6153,6.977,9.246,11.076,9.137,10.788,13.261,12.525,9.856,11.486,12.841,12.297,9.263,8.389,11.659,8.597000000000001,8.71,10.611,12.769,14.703,13.06,9.96,4.8260000000000005,12.104,2.0,10.615,10.961
6154,5.058,6.416,11.522,12.428,12.764,11.203,12.862,10.446,11.98,12.257,14.3,8.859,6.841,12.352,11.779000000000002,12.871,12.402,13.53,16.425,16.692999999999998,14.109000000000002,9.762,12.794,0.0,11.724,12.422
6155,9.366,9.391,11.537,8.585,12.707,12.11,8.545,10.633,11.789,12.921,12.571,9.894,7.144,10.009,10.111,7.5939999999999985,12.842,12.501,14.317,9.101,11.679,6.569,11.772,2.0,10.595,11.541
6156,7.867000000000001,9.322,4.777,13.009,9.912,8.372,9.99,13.513,9.811,14.298,14.556,9.068,10.707,10.771,9.601,7.607,11.242,14.781,11.976,12.576,12.533,8.152000000000001,13.647,2.0,10.786,12.063
6157,12.269,12.36,15.741,7.1720000000000015,13.81,17.008,11.861,11.348,13.004,12.728,11.792,9.962,11.854,14.093,12.387,12.052,13.653,14.213,12.239,10.699000000000002,13.833,9.286,11.887,0.0,12.402,12.868
6158,12.54,9.453,14.758,9.496,13.487,13.681,12.509,13.04,12.751,12.607,11.647,8.731,9.368,12.652,9.152,7.856,13.264,15.201,14.234000000000002,15.29,15.209,8.219,12.157,0.0,12.057,13.15
6159,7.4620000000000015,5.276,11.388,9.354,12.129,11.047,11.004,9.971,14.517,13.77,14.883,9.969,6.602,11.241,11.743,8.383,13.039,13.725,15.512,12.916,14.095999999999998,7.704,13.572,0.0,11.274,12.396
6160,6.0360000000000005,8.851,13.278,9.936,13.697,11.8,9.481,11.399,12.515999999999998,13.278,11.865,9.1,8.719,11.834,11.189,10.435,11.913,13.505,12.767,13.989,12.924,8.452,11.547,0.0,11.24,11.618
6161,9.301,10.737,15.933,11.769,12.893,14.021,14.014,12.84,13.29,13.536,12.677,10.315,9.746,14.704,12.57,13.673,13.121,15.300999999999998,12.791,19.081,15.039,10.712,12.039,0.0,13.048,13.603
6162,7.585,9.357,5.045,12.665,9.793,8.655,10.102,13.056,9.98,14.425,14.972,8.805,10.727,11.057,9.688,7.606,11.132,15.027,12.116,12.386,12.483,8.245,13.921,2.0,10.818,12.435
6163,12.531,11.68,12.027,9.229,14.37,14.828,13.189,13.517,12.844,13.587,12.464,10.584,10.427,13.659,7.9220000000000015,9.591,12.092,13.172,11.965,9.773,11.799,9.118,12.698,2.0,11.872,12.931
6164,8.28,5.541,8.427,10.131,10.016,9.12,6.803,8.567,7.61,12.705,12.402,5.356,7.075,12.569,7.334,10.085,10.443,11.593,13.908,10.894,6.396,6.0310000000000015,10.362,2.0,9.202,8.823
6165,12.084,12.855,15.864,7.4929999999999986,14.037,16.738,12.252,11.535,12.874,12.618,11.505999999999998,9.865,12.198,14.42,12.418,12.004,13.94,14.062,11.681,10.06,13.579,8.665,11.890999999999998,0.0,12.376,13.462
6166,6.874,8.452,10.761,9.123,11.601,13.199000000000002,12.355,10.016,10.722,12.738,12.015,8.877,9.258,11.058,8.198,8.839,10.711,13.087,14.115,13.284,10.071,4.729,11.916,2.0,10.522,11.281
6167,6.356,7.985,5.404,8.273,12.114,14.789,10.571,11.976,10.611,13.193,11.333,9.245,8.476,9.317,8.801,7.896,10.354,13.499,11.932,9.274,9.385,7.1770000000000005,12.789,2.0,10.033,12.091
6168,4.976,10.263,11.665,8.88,13.481,15.667,12.928,13.639,13.878,12.987,14.166,8.555,6.939,13.395,10.224,12.057,10.903,14.255999999999998,15.845,14.546,13.056,7.278,13.032,2.0,11.853,13.643
6169,12.774,11.153,11.97,9.715,14.021,15.509,13.338,13.369000000000002,12.606,13.575,12.314,10.54,10.606,13.669,8.665,9.823,11.886,13.199000000000002,12.319,10.085,12.502,8.861,12.193,2.0,11.943,12.764
6170,6.385,10.292,11.587,7.921,11.078,11.517,10.96,8.975,10.431,14.567,14.259,9.578,10.215,11.771,13.605,11.239,13.188,16.19,15.325,11.137,11.153,9.097,14.713,0.0,11.53,12.488
6171,6.2189999999999985,8.636000000000001,13.199000000000002,9.8,13.358,12.005,9.484,11.805,12.491,12.683,11.993,9.501,8.844,11.864,10.803,10.863,11.873,13.923,12.747,14.053,12.697,8.767999999999999,10.983,0.0,11.243,11.879
6172,6.66,7.621,9.013,8.868,11.986,10.192,9.842,11.423,11.46,12.803,11.547,7.7429999999999986,5.8870000000000005,10.539,9.784,9.794,12.621,14.137,13.549,9.024,5.459,6.154,11.343,1.0,9.889,11.145
6173,7.796,8.724,11.073,10.22,11.887,15.365,11.621,11.162,7.371,13.711,13.595,8.794,8.152999999999999,9.835,7.8210000000000015,9.481,8.809,12.66,15.24,9.407,10.647,6.21,13.082,1.0,10.550999999999998,11.152
6174,12.102,8.472999999999999,17.048,8.536,14.729,16.379,16.014,10.918,16.994,14.855,14.564,11.32,8.831,13.689,9.821,11.729,12.996,14.084,15.46,13.687,12.341,11.855,13.435,0.0,13.037,14.182
6175,7.021,6.028,8.156,7.745,11.378,11.344,12.595999999999998,9.607,10.714,12.698,13.27,7.502000000000002,10.023,9.877,11.071,6.943,11.856,14.41,15.563,12.319,12.326,5.227,11.858,2.0,10.414,12.319
6176,5.2639999999999985,8.371,10.231,7.278,11.657,13.51,8.877,9.929,8.165,12.908,11.354,9.576,5.751,10.314,7.548999999999999,7.803,11.824000000000002,12.924,13.121,12.916,11.545,8.548,13.114,2.0,10.11,12.703
6177,5.23,5.426,12.071,7.939,8.312000000000001,14.486,12.835,10.681,14.651,12.836,11.805,7.705,8.506,10.357,6.664,6.734,10.843,11.67,10.87,13.705,4.988,5.426,11.425,1.0,9.79,7.112
6178,10.21,12.297,13.373,9.764,14.303,14.494000000000002,12.802,11.505,13.633,12.528,11.736,10.225,12.977,14.932,8.977,9.893,14.534,14.411,14.122,13.555,19.037,11.323,10.872,0.0,12.674,12.693
6179,8.702,14.965,14.377,12.484000000000002,14.58,14.864,13.518,10.358,12.532,13.937,14.628,9.886,7.561,12.898,12.208,14.711,13.632,14.832,13.412,16.705,13.843,9.382,13.01,0.0,12.914,13.965
6180,6.77,6.569,9.64,10.878,12.383,10.386,11.029000000000002,10.062,9.907,14.432,13.018,5.497000000000001,7.178,8.395,8.48,8.728,10.77,14.644,14.165,14.3,8.88,5.319,14.979,1.0,10.279000000000002,12.216
6181,5.627000000000002,5.29,11.536,8.199,9.169,13.845999999999998,12.72,10.903,14.514,12.532,12.032,7.105,8.732000000000001,10.415,6.711,6.659,11.128,11.827,11.099,13.673,5.125,5.688,11.662,1.0,9.834,7.433
6182,6.653,6.845,9.487,11.729,12.175,10.224,10.58,10.438,10.354,14.856,12.922,5.655,6.901,8.645,8.47,8.8,10.817,14.215,14.258,14.571,9.049,5.517,14.847,1.0,10.348,11.857
6183,5.8660000000000005,4.879,10.906,11.61,12.753,13.225,11.796,11.245,13.039,13.108,13.737,8.142000000000001,7.31,11.945,8.575,9.636,13.059,15.134,13.87,11.968,10.248,7.322,12.673,2.0,10.958,12.005
6184,10.195,12.05,15.061,15.488,14.351,17.017,14.993,12.018,15.619000000000002,13.607,13.661,11.316,11.107,15.377,9.963,13.276,15.53,17.387999999999998,16.494,16.569000000000006,15.067,9.494,13.461,1.0,13.874,15.132
6185,5.282,7.04,10.446,9.27,11.978,11.968,7.587999999999999,10.095,7.349,13.213,13.107,7.1389999999999985,9.621,11.142,7.286,8.165,10.229,10.911,14.311,13.479,8.761000000000001,5.815,13.261,2.0,9.889,9.454
6186,4.453,8.891,12.505,7.443,12.36,12.717,11.258,9.39,10.612,12.563,11.761,9.823,10.228,11.415,9.497,10.029,12.078,12.753,14.775,10.412,10.669,6.062,11.472,2.0,10.572,12.064
6187,7.112,6.186,8.269,7.99,11.109000000000002,11.173,12.83,9.659,10.701,12.902,13.466,7.729,10.377,9.696,11.298,6.76,11.642,14.532,15.220999999999998,13.324000000000002,12.371,5.257999999999999,12.232,2.0,10.515,12.514
6188,5.509,6.702000000000001,9.295,8.129,13.458,10.92,14.271,12.401,12.476,14.055,14.456,10.723,10.275,11.561,7.882999999999999,10.072,13.308,17.166,17.087,12.751,10.577,10.728,13.099,0.0,11.604,12.526
6189,8.081,10.197,11.636,9.855,12.048,16.442,12.964,10.115,8.099,13.201,11.95,9.431,5.678,10.491,10.372,8.402000000000001,12.012,13.806,13.481,10.143,13.061,7.54,11.074000000000002,2.0,10.873,11.342
6190,7.428,12.313,14.649,10.107,12.321,14.582,12.079,11.316,9.046,13.529000000000002,11.31,7.79,8.631,11.741,8.425,13.945,12.368,14.309,14.958,14.357,14.339,7.365,11.729,1.0,11.68,12.265
6191,10.031,9.8,9.736,11.96,11.81,13.608,8.766,11.372,12.733,13.684,13.215,10.352,8.573,8.509,9.096,11.085,13.434,15.22,14.028,10.976,13.255,6.0139999999999985,12.456,0.0,11.292,11.929
6192,6.585,15.243,9.278,7.462999999999999,11.593,13.64,11.591,10.598,12.71,12.288,11.345,8.719,8.57,10.057,10.314,10.616,10.513,13.772,9.697,13.886,9.233,8.905,11.947,1.0,10.807,11.356
6193,6.108,4.671,11.229,11.053,12.977,12.89,12.501,11.23,12.925,13.439,13.482,7.728,8.32,11.720999999999998,8.574,9.916,13.24,15.165,13.544,12.08,10.493,7.447999999999999,13.0,2.0,11.032,12.007
6194,5.4110000000000005,9.788,14.231,9.083,13.113,10.967,12.893,10.953,13.535,13.611,12.364,10.185,13.956,14.433,12.547,14.272,16.0,15.691,14.677,12.648,15.406,11.324000000000002,13.674,1.0,12.642,13.399
6195,9.515,8.18,8.628,10.698,12.994000000000002,17.340999999999998,12.332,13.052,13.52,13.004,12.746,11.318,8.943999999999997,10.595999999999998,9.784,11.59,11.656,16.082,12.681,15.784,14.132,9.068,13.483,2.0,12.049,11.857
6196,5.48,9.38,14.181,9.162,13.26,11.093,12.945,10.764,13.238,14.173,11.923,9.964,13.811,13.896,12.903,13.763,15.688,15.757,14.857,12.431,14.719,10.76,13.056,1.0,12.487,13.595999999999998
6197,8.024,12.821,14.085,13.265999999999998,13.253,18.336,15.534,12.124,15.937,14.675999999999998,14.222,11.001,10.004,14.362,14.515999999999998,14.55,14.48,16.391,15.658,16.553,16.628,11.536,14.501,0.0,14.02,15.003
6198,15.265,7.98,15.004,10.300999999999998,13.962,18.625,11.932,12.94,12.179,12.326,13.174,12.204,10.57,14.493,12.537,16.097,14.019,15.494000000000002,15.986,17.05,11.572,11.355,12.595999999999998,1.0,13.377,14.095
6199,5.404,6.859,16.367,12.376,15.354,14.258,14.943,12.067,7.154,14.545,14.695,9.254,11.478,12.278,10.089,11.789,11.031,16.39,14.597,10.352,13.712,6.283,12.53,0.0,11.905,11.983
6200,10.188,15.417,14.143,10.521,12.35,16.744,13.084,11.388,13.193,11.798,13.461,11.56,11.890999999999998,14.871,12.592,14.152,12.658,16.66,14.909,15.481,14.833,10.606,13.068,0.0,13.286,14.296
6201,10.228,11.762,11.877,8.453,12.918,12.959,13.789,10.543,13.859000000000002,12.526,9.352,7.899,7.949,11.106,12.064,12.193,10.927,14.059,13.123,13.361,10.498,7.834,9.752,1.0,11.262,11.624
6202,9.424,4.633,9.665,11.128,11.916,10.922,10.651,7.515,5.64,12.797,13.794,7.827000000000001,8.865,10.556,8.561,16.715,11.608,13.799,14.052,14.094,13.863,4.876,13.68,1.0,10.720999999999998,12.595999999999998
6203,5.8,12.811,12.39,10.838,14.504,15.553,15.526,13.109000000000002,11.695,13.802,15.373,9.827,9.516,11.869000000000002,11.62,16.271,13.41,15.618,17.328,18.16,14.831,11.011,13.637,2.0,13.239,14.069
6204,9.797,10.611,13.091,11.789,8.967,14.966,10.941,11.272,10.573,12.832,12.884,6.529,8.381,11.794,9.968,11.638,12.996,15.41,13.31,15.705,13.395,8.136000000000001,11.046,0.0,11.567,14.35
6205,10.371,5.32,11.305,9.687,10.800999999999998,13.234000000000002,10.276,10.701,12.135,12.753,11.799,8.907,10.274,12.712,9.886,10.911,12.575,14.003,15.528,10.867,13.815,10.113,12.726,0.0,11.335,12.474
6206,5.291,8.77,8.741,8.562000000000001,11.26,10.25,8.485,10.272,11.622,13.889,14.275,8.602,9.439,10.166,10.913,9.948,11.643,12.282,15.009,11.316,13.668,7.02,11.793,1.0,10.575,12.074000000000002
6207,12.880999999999998,9.849,14.648,9.216,13.733,13.669,12.257,13.042,12.51,12.69,11.898,8.943,9.539,12.185,9.352,8.014,13.092,14.448,14.668,15.093,15.159,8.93,12.753,0.0,12.112,12.914
6208,5.329,6.449,10.223,10.447,10.49,10.269,12.055,11.697,8.402000000000001,13.175,12.614,8.424,10.76,11.557,8.621,11.563,11.532,14.142,15.226,13.082,11.397,7.362,12.452,2.0,10.751,12.389
6209,7.382999999999999,12.717,14.736,9.974,11.361,14.345999999999998,11.931,11.123,9.375,13.630999999999998,11.309,7.712999999999999,9.214,12.257,8.09,13.303,12.586,14.171,14.984000000000002,14.786,14.547,7.752999999999999,11.609000000000002,1.0,11.691,12.306
6210,4.988,10.475,10.921,7.393,10.845999999999998,13.640999999999998,10.492,10.203,8.965,12.974,11.504,7.452000000000001,7.129,10.875,8.193,8.853,9.969,13.817,13.342,10.141,11.43,6.341,12.765,2.0,10.118,10.639
6211,13.208,9.249,9.378,12.897,12.075,17.062,12.62,12.325,12.944,12.832,11.774,8.521,8.654,11.208,11.958,15.02,12.595999999999998,16.113,14.344,17.555999999999994,14.959,9.858,10.96,0.0,12.526,13.225
6212,12.39,7.983,15.629,10.068,12.845,17.363,12.242,11.531,11.19,12.462,13.066,7.93,8.883,11.56,13.629,9.433,13.143,13.129,13.828,15.591,13.038,6.86,11.617,0.0,11.974,13.629
6213,8.198,9.604,12.124,9.862,11.869000000000002,16.529,13.111,9.971,8.288,13.238,12.2,9.513,6.365,10.85,10.02,8.857000000000003,11.816,14.013,13.265,10.423,12.775,7.309,11.561,2.0,10.946,11.76
6214,11.866,12.635,16.237000000000002,7.526,13.243,17.081,11.921,11.672,12.528,12.709,11.618,9.945,11.803,14.050999999999998,12.179,11.778,13.989,14.025,12.061,10.432,13.052,8.795,11.783,0.0,12.300999999999998,12.63
6215,10.921,13.45,14.559,15.62,13.962,16.32,14.367,10.174,14.269,12.996,13.084,9.179,9.373,12.614,12.711,15.907,13.296,15.874,14.545,17.727999999999994,16.426,10.039,12.425,0.0,13.470999999999998,14.119000000000002
6216,6.45,7.547999999999999,5.343,8.804,11.987,14.201,11.099,12.136,11.041,13.09,12.055,9.317,8.547,9.308,9.123,7.407999999999999,10.267,13.638,12.41,9.821,8.836,7.1389999999999985,12.326,2.0,10.082,11.955
6217,11.196,13.31,14.402,15.449000000000002,13.734000000000002,16.233,14.207,10.182,14.969,12.919,12.607,8.96,8.982999999999997,12.644,12.45,15.705,12.901,15.359000000000002,14.185,18.034,16.29,9.962,12.64,0.0,13.362,14.001
6218,7.449,12.102,14.385,9.876,12.263,14.505,11.745,11.55,9.064,13.741,11.267,7.848,8.869,12.153,8.021,13.654000000000002,12.298,14.397,15.079,14.688,14.497,7.2360000000000015,11.758,1.0,11.671,12.428
6219,8.732000000000001,10.294,14.959,8.196,9.791,11.743,11.305,11.777,13.588,12.474,13.682,10.069,10.147,9.756,7.436,13.39,8.53,12.602,11.3,12.783,8.817,7.046,13.113,1.0,10.936,12.396
6220,8.651,5.12,9.404,11.21,10.243,12.489,9.832,10.204,10.581,12.116,11.494000000000002,7.178,5.9929999999999986,9.836,7.847,9.747,9.261,11.61,13.163,13.15,6.846,6.783,12.279000000000002,1.0,9.784,11.188
6221,13.733,11.412,10.862,9.707,14.362,15.817,11.482,12.806,10.417,13.73,13.779000000000002,10.082,10.242,15.053,12.597,16.749000000000002,14.071,16.756,15.714,17.996,14.588,11.58,13.816,0.0,13.363,15.52
6222,4.755,4.724,11.731,7.746,8.404,13.287,13.169,11.012,14.535,13.06,11.903,7.586,8.744,10.9,6.485,7.7029999999999985,10.871,11.573,10.936,13.655,4.966,5.473,11.033,1.0,9.75,6.716
6223,6.287000000000001,8.701,13.283,10.338,13.375,11.630999999999998,9.48,11.335,12.284,13.149,11.575,9.006,9.148,12.066,10.367,10.467,11.68,13.595999999999998,12.825,14.242,12.522,8.488999999999999,11.288,0.0,11.18,11.745
6224,8.602,10.69,9.05,12.675,12.329,11.856,11.425999999999998,12.08,11.425999999999998,11.951,11.086,9.48,9.456,10.87,12.231,13.295,13.663,13.589,12.181,8.752,13.193,7.905,10.866,2.0,11.246,13.347
6225,5.077,6.5139999999999985,9.761,10.066,11.591,13.333,11.306,10.282,13.827,12.098,12.446,8.401,11.234000000000002,13.005999999999998,7.902,10.300999999999998,13.54,13.235,13.178,13.937,14.955,8.43,11.607,0.0,11.132,12.133
6226,8.282,4.802,8.207,6.968,10.338,11.569,8.544,10.907,9.943,11.413,11.085,8.65,11.05,10.175,6.992000000000001,6.415,10.521,12.941,11.134,9.764,11.128,5.445,11.799,2.0,9.481,12.095999999999998
6227,8.394,7.983,11.653,8.346,12.264,13.172,9.018,12.37,12.898,12.211,12.424,11.2,8.863,11.045,13.205,11.29,11.885,13.253,15.136,14.012,10.964,8.847999999999997,11.165,1.0,11.374,11.645
6228,6.279,10.845,11.32,6.744,11.630999999999998,10.623,10.333,9.828,10.19,11.236,11.856,10.038,9.415,9.92,10.048,10.577,12.332,14.34,12.358,16.384,14.15,10.153,12.013,1.0,10.983,14.425999999999998
6229,10.749,12.039,11.973,8.474,12.341,12.970999999999998,14.123,11.115,13.880999999999998,12.42,9.11,7.497999999999998,7.9220000000000015,10.77,12.376,11.858,11.378,13.53,13.365,13.077,10.369000000000002,7.463999999999999,9.264,1.0,11.22,12.03
6230,13.009,10.047,11.686,8.981,13.238,9.518,9.471,12.638,11.695,11.787,11.355,9.573,12.982,12.145,9.56,10.65,11.144,15.623,11.89,16.348,13.952,10.824000000000002,12.421,0.0,11.763,13.023
6231,5.012,6.474,10.167,10.188,10.688,10.593,12.083,11.11,8.144,12.991,12.57,8.949,10.188,11.646,8.52,12.032,11.941,14.632,14.927,13.579,11.386,7.669,12.761,2.0,10.794,12.151
6232,5.926,6.313,7.5470000000000015,8.306000000000001,11.333,11.015,12.671,10.314,10.501,13.465,13.607,7.664,10.835,9.461,12.027,6.599,11.85,14.198,15.186,13.018,12.333,4.811,12.27,2.0,10.489,12.533
6233,8.11,4.765,10.937,12.112,12.640999999999998,11.146,12.181,11.142,12.405,12.464,14.445,8.689,10.809,12.414,8.502,13.115,11.890999999999998,14.692,15.27,15.321,12.829,8.423,11.12,0.0,11.54,13.703
6234,5.0,9.712,13.632,9.057,12.748,11.174,13.284,11.04,13.701,12.968,12.277,9.944,13.621,14.707,13.235,14.402,15.171,15.814,15.028,12.146,15.486,10.96,13.362,1.0,12.542,13.691
6235,10.548,10.119,13.571,12.707,10.863,17.803,15.695,11.732,13.075,13.9,13.832,8.974,7.436,12.947,11.809,11.380999999999998,12.269,14.597,15.593,14.637,10.71,7.957999999999998,12.474,0.0,12.375,13.26
6236,8.424,5.635,8.196,7.928,12.415,11.729,12.467,11.225,11.811,13.888,12.283,9.743,8.508,8.812999999999997,10.567,9.916,10.374,13.332,12.466,14.05,14.734000000000002,6.587999999999999,11.265,2.0,10.711,11.993
6237,6.322,8.22,12.622,10.367,12.149,16.476,16.121,13.607,14.282,12.442,10.7,13.275,12.671,9.906,10.263,9.879,13.421,13.73,13.825,10.145,11.157,8.306000000000001,13.201,1.0,11.873,12.524
6238,7.332999999999998,7.294,11.567,6.942,12.303,10.783,8.118,11.232,9.853,13.593,11.814,10.877,8.398,10.147,9.272,9.706,9.61,11.35,14.183,8.946,10.717,6.11,11.057,2.0,10.052,11.802
6239,10.419,13.755999999999998,14.337,15.342,14.064,16.663,13.691,10.032,14.476,13.038,12.887,9.348,8.644,13.008,12.796,15.883,13.276,15.868,14.783,18.015,16.459,10.633,12.545,0.0,13.477,14.013
6240,7.237999999999999,7.37,11.880999999999998,6.562,12.543,10.796,7.684,11.284,9.677,13.855,11.708,10.626,8.837,10.8,8.625,9.957,9.775,11.644,13.583,9.332,10.684,5.823,11.550999999999998,2.0,10.08,12.085
6241,10.673,7.4220000000000015,7.737999999999999,7.787000000000001,8.558,12.037,11.448,11.502,11.278,14.49,13.102,7.473,9.262,10.645,10.442,8.611,11.781,14.854,11.939,13.591,9.695,7.468,12.213,1.0,10.609000000000002,12.22
6242,6.621,9.647,14.746,7.933,13.147,15.613,11.473,10.72,11.935,13.707,13.541,9.013,10.192,13.91,9.826,11.24,12.890999999999998,16.226,16.934,9.266,13.934,8.191,13.528,0.0,11.923,13.96
