,FILIERE,OUTPUT,CONFIDENCE,INSERTIONSATISFACTION,RELATEDTOFIELD,CONDITIONS,SALAIRE
5211,1.0,11.911,3.0,2.0,2.0,3.0,2.0
5212,0.0,12.867,2.0,2.0,2.0,2.0,2.0
5213,2.0,12.395,1.0,2.0,3.0,2.0,2.0
5214,0.0,13.244,1.0,1.0,2.0,3.0,2.0
5215,1.0,15.718,2.0,1.0,3.0,4.0,2.0
5216,1.0,15.72,2.0,1.0,3.0,4.0,2.0
5217,0.0,13.097,2.0,3.0,1.0,2.0,2.0
5218,0.0,15.138,2.0,2.0,2.0,2.0,2.0
5219,0.0,13.154,2.0,4.0,3.0,2.0,3.0
5220,2.0,13.647,1.0,2.0,2.0,1.0,2.0
5221,0.0,13.782,1.0,2.0,2.0,2.0,2.0
5222,0.0,13.196,1.0,2.0,2.0,2.0,2.0
5223,1.0,8.341,1.0,2.0,1.0,2.0,2.0
5224,2.0,11.989,2.0,2.0,2.0,2.0,1.0
5225,2.0,12.035,2.0,1.0,2.0,1.0,2.0
5226,0.0,13.188,2.0,1.0,2.0,2.0,2.0
5227,2.0,12.898,2.0,1.0,2.0,4.0,3.0
5228,0.0,12.468,1.0,2.0,1.0,4.0,3.0
5229,1.0,14.304,2.0,2.0,1.0,2.0,1.0
5230,1.0,14.428,2.0,2.0,3.0,1.0,1.0
5231,0.0,12.628,1.0,1.0,2.0,3.0,3.0
5232,0.0,12.447,1.0,1.0,2.0,2.0,1.0
5233,0.0,14.108,5.0,2.0,2.0,2.0,3.0
5234,0.0,13.094,3.0,2.0,2.0,2.0,1.0
5235,2.0,12.19,1.0,2.0,3.0,3.0,1.0
5236,1.0,11.593,1.0,2.0,2.0,2.0,2.0
5237,1.0,14.778,2.0,2.0,2.0,3.0,2.0
5238,0.0,13.08,2.0,3.0,2.0,2.0,1.0
5239,2.0,8.539,2.0,2.0,4.0,2.0,2.0
5240,0.0,13.469,2.0,2.0,2.0,2.0,1.0
5241,2.0,11.901,2.0,1.0,5.0,1.0,1.0
5242,1.0,11.595,2.0,2.0,1.0,1.0,2.0
5243,2.0,12.72,4.0,2.0,1.0,1.0,1.0
5244,0.0,13.517,2.0,3.0,2.0,2.0,2.0
5245,2.0,11.816,1.0,2.0,3.0,3.0,1.0
5246,2.0,11.507,2.0,2.0,3.0,3.0,1.0
5247,1.0,12.184,3.0,1.0,2.0,2.0,4.0
5248,1.0,12.329,1.0,2.0,5.0,1.0,2.0
5249,2.0,12.401,4.0,2.0,1.0,1.0,1.0
5250,1.0,9.007,2.0,1.0,1.0,2.0,2.0
5251,1.0,12.207,2.0,1.0,2.0,3.0,1.0
5252,0.0,15.565,1.0,2.0,2.0,2.0,2.0
5253,0.0,13.176,2.0,1.0,2.0,2.0,2.0
5254,1.0,13.98,1.0,1.0,2.0,2.0,2.0
5255,0.0,12.902,2.0,1.0,1.0,2.0,1.0
5256,0.0,15.289,2.0,1.0,1.0,2.0,3.0
5257,0.0,14.913,1.0,2.0,2.0,2.0,5.0
5258,1.0,11.603,1.0,2.0,2.0,1.0,1.0
5259,1.0,13.872,2.0,2.0,2.0,1.0,2.0
5260,2.0,11.565,2.0,1.0,5.0,1.0,1.0
5261,2.0,11.434,2.0,1.0,2.0,2.0,3.0
5262,1.0,13.013,5.0,1.0,5.0,1.0,3.0
5263,0.0,14.005,1.0,5.0,5.0,2.0,2.0
5264,0.0,13.801,2.0,2.0,2.0,2.0,1.0
5265,1.0,12.324,2.0,1.0,5.0,2.0,5.0
5266,0.0,13.477,1.0,2.0,2.0,1.0,4.0
5267,0.0,13.589,1.0,1.0,2.0,2.0,1.0
5268,1.0,12.878,2.0,2.0,1.0,3.0,2.0
5269,0.0,11.716,2.0,2.0,3.0,1.0,2.0
5270,1.0,11.776,3.0,2.0,2.0,3.0,2.0
5271,0.0,12.393,1.0,1.0,5.0,3.0,3.0
5272,1.0,12.069,2.0,2.0,2.0,1.0,2.0
5273,1.0,15.154,2.0,1.0,2.0,4.0,2.0
5274,1.0,11.95,2.0,1.0,2.0,2.0,2.0
5275,0.0,11.557,1.0,3.0,1.0,1.0,2.0
5276,1.0,11.852,1.0,2.0,2.0,1.0,2.0
5277,2.0,10.534,2.0,1.0,2.0,2.0,2.0
5278,2.0,11.902,2.0,2.0,2.0,2.0,2.0
5279,1.0,12.408,2.0,1.0,2.0,1.0,1.0
5280,1.0,13.339,1.0,1.0,2.0,2.0,2.0
5281,0.0,13.62,1.0,2.0,2.0,2.0,2.0
5282,1.0,12.865,2.0,2.0,3.0,1.0,2.0
5283,2.0,13.081,2.0,1.0,1.0,1.0,1.0
5284,0.0,12.281,1.0,3.0,1.0,4.0,3.0
5285,1.0,12.045,2.0,1.0,5.0,1.0,1.0
5286,0.0,11.995,2.0,1.0,2.0,3.0,2.0
5287,0.0,12.796,1.0,2.0,2.0,1.0,4.0
5288,0.0,13.074,2.0,3.0,1.0,2.0,2.0
5289,2.0,11.73,2.0,1.0,2.0,2.0,3.0
5290,1.0,9.014,2.0,1.0,2.0,2.0,2.0
5291,1.0,11.271,2.0,3.0,2.0,2.0,2.0
5292,2.0,14.038,2.0,2.0,1.0,2.0,2.0
5293,2.0,13.92,3.0,2.0,1.0,3.0,2.0
5294,1.0,14.748,2.0,2.0,2.0,3.0,2.0
5295,0.0,15.843,2.0,2.0,2.0,2.0,2.0
5296,0.0,13.291,2.0,1.0,2.0,1.0,3.0
5297,0.0,12.881,2.0,3.0,1.0,2.0,2.0
5298,0.0,11.729,1.0,3.0,1.0,1.0,2.0
5299,1.0,11.912,3.0,1.0,2.0,1.0,1.0
5300,2.0,10.337,2.0,2.0,2.0,2.0,2.0
5301,1.0,11.449,2.0,2.0,1.0,1.0,2.0
5302,2.0,13.911,1.0,2.0,2.0,1.0,2.0
5303,0.0,12.856,2.0,1.0,2.0,2.0,2.0
5304,0.0,13.199,2.0,2.0,2.0,2.0,1.0
5305,2.0,12.052,2.0,2.0,2.0,2.0,1.0
5306,2.0,12.504,1.0,4.0,3.0,1.0,2.0
5307,1.0,12.883,2.0,2.0,2.0,2.0,1.0
5308,1.0,12.339,2.0,1.0,5.0,2.0,4.0
5309,0.0,12.933,2.0,2.0,2.0,2.0,2.0
5310,0.0,12.384,1.0,1.0,2.0,2.0,1.0
5311,0.0,12.674,2.0,2.0,2.0,4.0,2.0
5312,0.0,12.172,1.0,1.0,5.0,3.0,3.0
5313,1.0,11.359,1.0,1.0,2.0,1.0,2.0
5314,2.0,12.1,1.0,3.0,1.0,2.0,1.0
5315,0.0,13.251,2.0,2.0,1.0,2.0,1.0
5316,2.0,12.655,1.0,1.0,2.0,2.0,2.0
5317,0.0,12.336,1.0,3.0,2.0,2.0,3.0
5318,1.0,9.289,2.0,1.0,2.0,5.0,2.0
5319,0.0,13.991,1.0,2.0,3.0,2.0,3.0
5320,2.0,12.756,2.0,1.0,1.0,1.0,1.0
5321,2.0,10.306,2.0,2.0,2.0,2.0,1.0
5322,0.0,13.654,2.0,2.0,1.0,1.0,2.0
5323,1.0,13.54,3.0,1.0,2.0,2.0,2.0
5324,0.0,12.707,2.0,2.0,2.0,5.0,2.0
5325,2.0,12.803,2.0,1.0,1.0,1.0,1.0
5326,1.0,14.318,2.0,3.0,2.0,3.0,2.0
5327,2.0,11.399,2.0,4.0,1.0,2.0,2.0
5328,2.0,11.423,2.0,4.0,1.0,2.0,2.0
5329,1.0,11.947,2.0,1.0,2.0,1.0,2.0
5330,1.0,12.587,2.0,1.0,2.0,1.0,2.0
5331,0.0,13.288,1.0,2.0,1.0,2.0,2.0
5332,1.0,13.006,2.0,1.0,2.0,2.0,2.0
5333,1.0,8.843,2.0,1.0,2.0,5.0,2.0
5334,0.0,15.579,2.0,2.0,2.0,2.0,2.0
5335,1.0,14.004,2.0,2.0,1.0,2.0,1.0
5336,2.0,8.335,5.0,2.0,1.0,4.0,2.0
5337,1.0,12.186,1.0,1.0,2.0,1.0,1.0
5338,2.0,11.897,2.0,1.0,2.0,2.0,2.0
5339,0.0,13.709,2.0,2.0,2.0,2.0,1.0
5340,1.0,11.24,3.0,2.0,2.0,2.0,3.0
5341,0.0,13.366,2.0,1.0,2.0,1.0,2.0
5342,2.0,12.401,4.0,5.0,4.0,4.0,4.0
5343,2.0,8.659,5.0,2.0,1.0,3.0,3.0
5344,0.0,12.016,3.0,1.0,2.0,1.0,2.0
5345,1.0,11.134,4.0,3.0,1.0,1.0,2.0
5346,0.0,13.223,2.0,2.0,2.0,4.0,2.0
5347,1.0,15.572,1.0,2.0,3.0,4.0,2.0
5348,0.0,12.029,2.0,2.0,2.0,3.0,2.0
5349,1.0,12.411,1.0,1.0,5.0,2.0,5.0
5350,0.0,12.375,2.0,3.0,2.0,1.0,1.0
5351,2.0,12.101,3.0,1.0,2.0,3.0,2.0
5352,2.0,12.627,1.0,1.0,2.0,2.0,1.0
5353,2.0,9.835,2.0,2.0,2.0,2.0,1.0
5354,1.0,12.998,1.0,1.0,2.0,2.0,1.0
5355,2.0,12.504,1.0,1.0,2.0,2.0,2.0
5356,2.0,10.441,2.0,2.0,2.0,2.0,1.0
5357,2.0,13.978,1.0,1.0,3.0,2.0,2.0
5358,1.0,11.69,1.0,2.0,2.0,2.0,2.0
5359,2.0,11.725,2.0,2.0,3.0,3.0,1.0
5360,1.0,14.646,1.0,2.0,2.0,3.0,5.0
5361,2.0,11.787,3.0,2.0,2.0,3.0,2.0
5362,0.0,13.264,2.0,1.0,2.0,2.0,2.0
5363,1.0,11.9,1.0,2.0,1.0,1.0,1.0
5364,0.0,13.801,3.0,2.0,2.0,2.0,1.0
5365,2.0,11.554,4.0,3.0,2.0,1.0,2.0
5366,1.0,11.105,4.0,3.0,1.0,1.0,2.0
5367,0.0,12.812,2.0,2.0,2.0,5.0,2.0
5368,1.0,13.176,2.0,2.0,2.0,1.0,1.0
5369,1.0,11.41,1.0,1.0,2.0,1.0,2.0
5370,1.0,13.71,1.0,2.0,3.0,2.0,1.0
5371,0.0,12.918,2.0,1.0,2.0,2.0,2.0
5372,2.0,10.832,1.0,2.0,2.0,3.0,2.0
5373,0.0,12.806,2.0,2.0,2.0,1.0,1.0
5374,2.0,11.152,2.0,1.0,2.0,2.0,2.0
5375,1.0,10.799,1.0,2.0,1.0,2.0,5.0
5376,1.0,12.166,1.0,1.0,2.0,2.0,2.0
5377,2.0,13.176,3.0,1.0,1.0,1.0,1.0
5378,1.0,8.703,1.0,3.0,1.0,2.0,2.0
5379,0.0,12.701,2.0,1.0,1.0,2.0,1.0
5380,1.0,12.328,2.0,1.0,2.0,2.0,2.0
5381,1.0,15.219,2.0,2.0,1.0,3.0,2.0
5382,2.0,13.873,1.0,1.0,3.0,2.0,2.0
5383,0.0,13.708,4.0,2.0,2.0,1.0,2.0
5384,2.0,13.069,2.0,1.0,1.0,1.0,1.0
5385,0.0,12.492,2.0,1.0,1.0,2.0,1.0
5386,2.0,14.18,2.0,2.0,2.0,1.0,2.0
5387,0.0,14.071,5.0,2.0,2.0,2.0,3.0
5388,1.0,14.43,2.0,1.0,2.0,4.0,2.0
5389,1.0,11.221,1.0,2.0,1.0,2.0,5.0
5390,1.0,11.349,2.0,3.0,2.0,2.0,2.0
5391,2.0,12.884,2.0,1.0,1.0,1.0,1.0
5392,0.0,15.487,2.0,2.0,2.0,3.0,2.0
5393,1.0,12.326,2.0,1.0,5.0,2.0,5.0
5394,0.0,13.578,2.0,2.0,2.0,1.0,1.0
5395,2.0,13.392,1.0,1.0,2.0,2.0,2.0
5396,0.0,12.886,2.0,2.0,2.0,1.0,1.0
5397,2.0,11.867,2.0,2.0,2.0,2.0,2.0
5398,1.0,11.298,1.0,2.0,1.0,2.0,5.0
5399,0.0,12.889,3.0,1.0,3.0,1.0,1.0
5400,0.0,12.924,2.0,2.0,1.0,2.0,1.0
5401,1.0,12.457,2.0,1.0,2.0,2.0,2.0
5402,1.0,10.919,4.0,4.0,2.0,1.0,2.0
5403,1.0,14.786,2.0,2.0,2.0,3.0,2.0
5404,0.0,14.819,2.0,2.0,2.0,2.0,2.0
5405,0.0,13.445,2.0,2.0,2.0,2.0,1.0
5406,0.0,12.513,2.0,3.0,2.0,1.0,1.0
5407,2.0,11.582,1.0,2.0,1.0,2.0,1.0
5408,2.0,12.349,2.0,1.0,2.0,2.0,3.0
5409,0.0,14.559,2.0,2.0,2.0,3.0,2.0
5410,1.0,12.219,2.0,1.0,2.0,3.0,1.0
5411,0.0,13.758,2.0,2.0,1.0,1.0,3.0
5412,0.0,13.385,2.0,1.0,2.0,1.0,3.0
5413,2.0,10.723,2.0,1.0,2.0,2.0,2.0
5414,2.0,12.053,2.0,2.0,2.0,2.0,2.0
5415,2.0,10.526,2.0,2.0,3.0,2.0,1.0
5416,1.0,11.33,3.0,2.0,2.0,2.0,3.0
5417,0.0,13.284,2.0,3.0,2.0,2.0,1.0
5418,2.0,12.394,1.0,4.0,3.0,1.0,2.0
5419,0.0,13.938,1.0,2.0,2.0,2.0,3.0
5420,1.0,11.877,2.0,1.0,2.0,1.0,2.0
5421,2.0,12.276,1.0,1.0,2.0,2.0,1.0
5422,2.0,14.421,2.0,2.0,2.0,1.0,2.0
5423,2.0,12.329,1.0,2.0,3.0,2.0,2.0
5424,0.0,13.473,2.0,2.0,1.0,2.0,1.0
5425,2.0,12.191,2.0,2.0,2.0,2.0,2.0
5426,2.0,10.069,2.0,2.0,2.0,2.0,1.0
5427,0.0,13.443,2.0,3.0,2.0,2.0,1.0
5428,1.0,13.681,1.0,1.0,2.0,2.0,1.0
5429,0.0,12.692,2.0,2.0,2.0,3.0,2.0
5430,2.0,13.375,2.0,2.0,2.0,1.0,1.0
5431,2.0,14.716,1.0,2.0,2.0,1.0,2.0
5432,2.0,12.284,1.0,4.0,3.0,1.0,2.0
5433,2.0,12.078,3.0,2.0,2.0,1.0,2.0
5434,2.0,12.826,2.0,1.0,1.0,1.0,1.0
5435,0.0,13.334,2.0,2.0,2.0,2.0,1.0
5436,2.0,12.432,1.0,2.0,3.0,2.0,2.0
5437,2.0,12.228,2.0,2.0,2.0,2.0,2.0
5438,2.0,11.795,2.0,2.0,3.0,3.0,1.0
5439,1.0,13.102,2.0,2.0,2.0,1.0,1.0
5440,0.0,12.638,2.0,2.0,2.0,1.0,5.0
5441,1.0,11.124,4.0,3.0,1.0,1.0,2.0
5442,2.0,11.136,2.0,4.0,1.0,2.0,2.0
5443,1.0,13.106,2.0,2.0,2.0,3.0,2.0
5444,2.0,11.858,2.0,2.0,2.0,2.0,2.0
5445,2.0,11.698,1.0,2.0,1.0,2.0,1.0
5446,0.0,15.28,1.0,2.0,2.0,2.0,5.0
5447,0.0,12.346,2.0,3.0,2.0,1.0,1.0
5448,0.0,12.794,2.0,2.0,1.0,1.0,2.0
5449,2.0,9.276,2.0,2.0,4.0,2.0,2.0
5450,1.0,12.775,2.0,2.0,2.0,1.0,5.0
5451,1.0,12.32,2.0,2.0,2.0,2.0,2.0
5452,2.0,11.89,1.0,2.0,2.0,2.0,2.0
5453,2.0,12.426,2.0,2.0,2.0,2.0,2.0
5454,2.0,11.778,2.0,2.0,1.0,3.0,2.0
5455,2.0,9.397,2.0,1.0,2.0,5.0,2.0
5456,1.0,14.114,2.0,2.0,1.0,2.0,2.0
5457,1.0,12.517,2.0,5.0,2.0,2.0,1.0
5458,1.0,11.887,2.0,1.0,2.0,1.0,1.0
5459,0.0,12.239,2.0,2.0,2.0,2.0,2.0
5460,1.0,11.657,2.0,1.0,2.0,2.0,2.0
5461,0.0,13.16,1.0,2.0,2.0,2.0,2.0
5462,2.0,12.087,1.0,2.0,3.0,3.0,1.0
5463,0.0,13.068,2.0,2.0,2.0,4.0,2.0
5464,1.0,11.582,2.0,1.0,2.0,2.0,2.0
5465,1.0,15.834,2.0,1.0,3.0,4.0,2.0
5466,1.0,14.116,2.0,2.0,3.0,1.0,1.0
5467,1.0,11.401,1.0,1.0,2.0,1.0,2.0
5468,2.0,12.359,1.0,4.0,3.0,1.0,2.0
5469,2.0,13.814,1.0,1.0,3.0,2.0,2.0
5470,0.0,13.174,2.0,2.0,2.0,2.0,1.0
5471,1.0,11.583,1.0,1.0,2.0,1.0,2.0
5472,2.0,12.09,1.0,2.0,3.0,3.0,2.0
5473,1.0,13.949,2.0,1.0,2.0,2.0,1.0
5474,1.0,11.375,2.0,3.0,2.0,2.0,1.0
5475,2.0,11.123,2.0,1.0,2.0,2.0,2.0
5476,0.0,12.55,2.0,1.0,1.0,2.0,1.0
5477,2.0,12.437,2.0,2.0,2.0,2.0,2.0
5478,1.0,13.418,5.0,1.0,5.0,1.0,3.0
5479,0.0,12.875,2.0,1.0,2.0,1.0,2.0
5480,2.0,12.076,1.0,2.0,3.0,2.0,2.0
5481,2.0,11.557,2.0,1.0,1.0,3.0,2.0
5482,1.0,12.409,2.0,1.0,2.0,2.0,2.0
5483,0.0,12.839,1.0,2.0,1.0,2.0,2.0
5484,2.0,9.073,5.0,2.0,1.0,4.0,2.0
5485,1.0,13.368,2.0,1.0,2.0,2.0,2.0
5486,0.0,12.683,1.0,2.0,2.0,1.0,4.0
5487,1.0,8.784,2.0,1.0,1.0,2.0,2.0
5488,2.0,11.555,2.0,2.0,3.0,3.0,1.0
5489,2.0,11.595,2.0,1.0,5.0,1.0,1.0
5490,2.0,11.374,2.0,4.0,1.0,2.0,2.0
5491,1.0,14.403,2.0,2.0,3.0,1.0,1.0
5492,1.0,13.493,2.0,1.0,2.0,2.0,1.0
5493,2.0,12.225,2.0,1.0,2.0,2.0,3.0
5494,0.0,12.027,2.0,3.0,2.0,1.0,1.0
5495,2.0,10.833,1.0,2.0,1.0,2.0,5.0
5496,1.0,11.357,1.0,1.0,2.0,1.0,1.0
5497,1.0,13.188,2.0,1.0,2.0,2.0,1.0
5498,1.0,12.95,2.0,2.0,2.0,1.0,1.0
5499,2.0,12.085,2.0,1.0,2.0,2.0,2.0
5500,1.0,11.413,3.0,2.0,2.0,2.0,3.0
5501,2.0,11.371,2.0,1.0,2.0,2.0,2.0
5502,0.0,12.106,1.0,2.0,2.0,2.0,2.0
5503,0.0,12.32,2.0,1.0,1.0,2.0,1.0
5504,2.0,10.402,2.0,2.0,3.0,2.0,1.0
5505,0.0,12.064,2.0,2.0,3.0,1.0,2.0
5506,2.0,11.356,2.0,1.0,2.0,2.0,2.0
5507,0.0,13.79,2.0,3.0,1.0,1.0,2.0
5508,1.0,12.622,1.0,2.0,5.0,1.0,2.0
5509,0.0,12.364,2.0,3.0,2.0,1.0,1.0
5510,2.0,12.433,2.0,2.0,2.0,3.0,3.0
5511,2.0,13.161,2.0,1.0,1.0,1.0,1.0
5512,1.0,12.154,2.0,1.0,2.0,2.0,2.0
5513,1.0,11.952,1.0,2.0,1.0,1.0,1.0
5514,2.0,14.667,1.0,2.0,2.0,1.0,2.0
5515,2.0,12.362,2.0,1.0,2.0,2.0,3.0
5516,2.0,11.885,2.0,1.0,2.0,2.0,2.0
5517,0.0,14.339,1.0,5.0,5.0,2.0,2.0
5518,2.0,9.895,2.0,2.0,2.0,2.0,1.0
5519,1.0,12.937,2.0,1.0,2.0,2.0,1.0
5520,1.0,13.488,2.0,1.0,2.0,2.0,1.0
5521,2.0,11.57,1.0,3.0,2.0,2.0,2.0
5522,2.0,12.149,1.0,2.0,2.0,1.0,2.0
5523,0.0,13.083,2.0,3.0,1.0,2.0,2.0
5524,2.0,10.126,2.0,2.0,2.0,2.0,1.0
5525,2.0,11.898,2.0,2.0,3.0,3.0,1.0
5526,2.0,11.998,2.0,2.0,2.0,2.0,2.0
5527,2.0,11.833,1.0,1.0,2.0,2.0,1.0
5528,1.0,12.774,2.0,2.0,2.0,3.0,2.0
5529,2.0,11.925,3.0,2.0,2.0,3.0,2.0
5530,0.0,12.597,1.0,2.0,1.0,4.0,3.0
5531,2.0,11.898,2.0,2.0,2.0,1.0,1.0
5532,2.0,11.771,1.0,2.0,1.0,2.0,1.0
5533,0.0,13.924,1.0,2.0,2.0,2.0,3.0
5534,0.0,13.18,2.0,2.0,2.0,3.0,2.0
5535,1.0,12.392,3.0,2.0,2.0,1.0,1.0
5536,1.0,12.117,2.0,1.0,2.0,2.0,4.0
5537,1.0,12.332,2.0,1.0,2.0,1.0,2.0
5538,1.0,12.124,2.0,5.0,2.0,2.0,1.0
5539,2.0,12.003,2.0,2.0,1.0,2.0,2.0
5540,2.0,12.385,1.0,2.0,3.0,3.0,1.0
5541,0.0,15.329,2.0,2.0,2.0,2.0,2.0
5542,0.0,14.03,2.0,2.0,2.0,3.0,2.0
5543,2.0,12.309,1.0,1.0,2.0,2.0,1.0
5544,1.0,13.966,2.0,2.0,2.0,2.0,1.0
5545,1.0,12.707,2.0,2.0,3.0,3.0,2.0
5546,0.0,13.812,2.0,2.0,3.0,2.0,2.0
5547,1.0,11.625,2.0,1.0,2.0,1.0,2.0
5548,2.0,11.756,1.0,2.0,3.0,3.0,1.0
5549,0.0,13.622,2.0,1.0,2.0,1.0,3.0
5550,2.0,12.336,2.0,2.0,2.0,3.0,3.0
5551,1.0,12.301,1.0,2.0,1.0,1.0,1.0
5552,0.0,15.088,1.0,2.0,2.0,2.0,5.0
5553,1.0,11.323,3.0,2.0,2.0,2.0,3.0
5554,1.0,13.369,1.0,1.0,2.0,2.0,2.0
5555,0.0,15.117,2.0,2.0,1.0,2.0,2.0
5556,0.0,12.477,2.0,2.0,2.0,3.0,2.0
5557,1.0,13.786,5.0,1.0,5.0,1.0,3.0
5558,1.0,12.826,2.0,2.0,2.0,1.0,1.0
5559,1.0,15.491,2.0,1.0,3.0,4.0,2.0
5560,0.0,11.369,2.0,2.0,3.0,1.0,2.0
5561,2.0,14.844,2.0,2.0,2.0,1.0,2.0
5562,1.0,11.421,1.0,1.0,2.0,1.0,2.0
5563,2.0,11.226,2.0,1.0,1.0,3.0,2.0
5564,1.0,7.379,2.0,1.0,2.0,2.0,1.0
5565,1.0,11.519,1.0,2.0,2.0,2.0,2.0
5566,0.0,12.881,2.0,1.0,2.0,1.0,2.0
5567,0.0,12.942,2.0,2.0,1.0,1.0,3.0
5568,1.0,8.387,1.0,2.0,1.0,2.0,2.0
5569,2.0,10.588,2.0,2.0,3.0,2.0,1.0
5570,0.0,13.424,2.0,2.0,3.0,2.0,2.0
5571,0.0,13.321,2.0,3.0,2.0,2.0,1.0
5572,0.0,13.856,4.0,2.0,2.0,1.0,2.0
5573,0.0,13.332,2.0,2.0,2.0,1.0,1.0
5574,0.0,12.121,2.0,2.0,2.0,3.0,2.0
5575,1.0,12.055,2.0,1.0,5.0,2.0,5.0
5576,1.0,13.602,2.0,3.0,1.0,2.0,2.0
5577,0.0,15.021,1.0,2.0,2.0,2.0,5.0
5578,0.0,12.034,2.0,2.0,1.0,1.0,3.0
5579,0.0,12.864,1.0,1.0,2.0,2.0,1.0
5580,0.0,13.209,2.0,2.0,1.0,1.0,1.0
5581,0.0,12.663,2.0,2.0,2.0,4.0,2.0
5582,1.0,12.459,2.0,1.0,2.0,2.0,2.0
5583,2.0,12.421,2.0,2.0,2.0,3.0,3.0
5584,0.0,13.205,2.0,1.0,2.0,1.0,3.0
5585,1.0,12.523,2.0,2.0,3.0,1.0,2.0
5586,1.0,12.127,1.0,2.0,5.0,1.0,2.0
5587,0.0,13.518,2.0,2.0,3.0,2.0,1.0
5588,0.0,13.51,2.0,2.0,2.0,1.0,1.0
5589,2.0,11.711,2.0,1.0,1.0,3.0,2.0
5590,2.0,11.866,3.0,2.0,2.0,3.0,2.0
5591,0.0,13.323,2.0,2.0,3.0,2.0,1.0
5592,1.0,12.13,2.0,1.0,2.0,2.0,2.0
5593,2.0,11.821,2.0,2.0,2.0,2.0,1.0
5594,0.0,13.069,2.0,2.0,2.0,1.0,5.0
5595,1.0,14.266,1.0,2.0,1.0,2.0,5.0
5596,0.0,13.447,2.0,2.0,2.0,2.0,1.0
5597,0.0,12.793,1.0,2.0,1.0,4.0,2.0
5598,2.0,11.711,2.0,1.0,2.0,2.0,2.0
5599,2.0,12.021,1.0,2.0,3.0,3.0,1.0
5600,2.0,10.615,2.0,2.0,3.0,2.0,1.0
5601,1.0,13.282,2.0,1.0,2.0,2.0,1.0
5602,1.0,11.125,1.0,2.0,1.0,2.0,5.0
5603,0.0,12.545,2.0,1.0,1.0,2.0,1.0
5604,0.0,13.221,2.0,2.0,2.0,2.0,1.0
5605,0.0,13.144,2.0,2.0,2.0,3.0,2.0
5606,0.0,13.207,1.0,2.0,2.0,1.0,4.0
5607,1.0,12.331,2.0,1.0,5.0,2.0,5.0
5608,0.0,15.08,2.0,1.0,1.0,2.0,3.0
5609,0.0,15.142,1.0,2.0,2.0,2.0,5.0
5610,0.0,12.516,2.0,1.0,2.0,1.0,2.0
5611,2.0,11.47,2.0,4.0,1.0,2.0,2.0
5612,1.0,7.044,2.0,1.0,3.0,2.0,1.0
5613,0.0,13.268,2.0,2.0,2.0,1.0,1.0
5614,1.0,12.145,2.0,2.0,3.0,1.0,1.0
5615,2.0,11.578,2.0,2.0,1.0,3.0,2.0
5616,1.0,12.025,2.0,1.0,1.0,2.0,4.0
5617,1.0,13.342,1.0,1.0,2.0,2.0,2.0
5618,1.0,11.544,1.0,1.0,2.0,1.0,2.0
5619,2.0,12.372,1.0,4.0,3.0,1.0,2.0
5620,1.0,12.152,1.0,2.0,5.0,1.0,2.0
5621,1.0,11.572,3.0,2.0,2.0,2.0,3.0
5622,2.0,12.893,2.0,1.0,1.0,1.0,1.0
5623,1.0,15.036,2.0,1.0,3.0,4.0,2.0
5624,2.0,13.885,2.0,2.0,2.0,1.0,2.0
5625,2.0,14.186,2.0,2.0,2.0,1.0,2.0
5626,2.0,13.997,2.0,2.0,2.0,1.0,2.0
5627,0.0,12.712,2.0,1.0,2.0,1.0,2.0
5628,1.0,12.534,2.0,1.0,2.0,2.0,1.0
5629,2.0,12.416,4.0,5.0,4.0,4.0,4.0
5630,0.0,12.482,2.0,2.0,2.0,5.0,2.0
5631,1.0,12.54,2.0,2.0,2.0,3.0,2.0
5632,1.0,13.298,1.0,3.0,2.0,5.0,2.0
5633,1.0,11.343,1.0,2.0,2.0,2.0,2.0
5634,1.0,11.159,4.0,3.0,1.0,1.0,2.0
5635,2.0,10.551,1.0,2.0,2.0,3.0,2.0
5636,0.0,15.055,1.0,2.0,2.0,3.0,4.0
5637,0.0,15.707,2.0,2.0,2.0,2.0,2.0
5638,1.0,13.274,1.0,1.0,2.0,2.0,1.0
5639,1.0,12.279,2.0,1.0,2.0,1.0,1.0
5640,1.0,12.244,2.0,2.0,5.0,2.0,5.0
5641,0.0,13.54,2.0,2.0,2.0,1.0,1.0
5642,2.0,14.371,2.0,2.0,2.0,1.0,2.0
5643,1.0,8.836,2.0,1.0,1.0,2.0,2.0
5644,2.0,13.245,2.0,1.0,1.0,1.0,1.0
5645,0.0,13.07,2.0,2.0,2.0,2.0,1.0
5646,0.0,12.078,2.0,2.0,2.0,3.0,2.0
5647,2.0,12.481,2.0,1.0,2.0,2.0,2.0
5648,0.0,14.148,2.0,1.0,1.0,2.0,3.0
5649,2.0,12.141,2.0,2.0,2.0,2.0,2.0
5650,2.0,10.998,2.0,1.0,2.0,3.0,2.0
5651,0.0,15.127,1.0,2.0,2.0,2.0,5.0
5652,1.0,11.068,4.0,3.0,1.0,1.0,2.0
5653,0.0,13.454,2.0,2.0,1.0,1.0,2.0
5654,0.0,12.869,1.0,1.0,2.0,3.0,2.0
5655,0.0,14.347,2.0,2.0,2.0,3.0,2.0
5656,2.0,12.764,4.0,5.0,4.0,4.0,4.0
5657,2.0,12.799,2.0,1.0,2.0,2.0,3.0
5658,1.0,13.452,1.0,2.0,2.0,5.0,2.0
5659,0.0,13.62,2.0,3.0,2.0,2.0,2.0
